Long,Lat,OGF_ID,ENGLISH_NAME,ADDRESS_LINE_1,ADDRESS_LINE_2,ADDRESS_DESCRIPTOR,COMMUNITY,POSTAL_CODE,OBJECTID
-79.3829694849558,43.665514687244304,127911596,LifeLabs,40 Wellesley Street East,,,Toronto,M4Y1G4,756406
-79.39873739391729,43.7101153943377,127911597,LifeLabs,2401 Yonge Street,,,Toronto,M4P2E7,756407
-79.4219722964084,43.6542910834644,127911598,LifeLabs,815 College Street,2nd Floor,,Toronto,M6G2C4,756408
-79.5235467280512,43.6459170772725,127911599,LifeLabs,1243 Islington Avenue,,,Toronto,M8X1Y9,756409
-79.35825997816849,43.677978190577704,127911600,LifeLabs,807 Broadview Avenue,,,Toronto,M4K2P8,756410
-79.38908328766159,43.67409648846729,127911601,LifeLabs,920 Yonge Street,,,Toronto,M4W3J7,756411
-79.3578640781855,43.67960829088221,127911602,Porphyrin Photobiology Laboratory,855 Broadview Avenue,,,Toronto,M4K3Z1,756412
-79.3236266675229,43.6826137929956,127911603,LifeLabs,688 Coxwell Avenue,Null,,Toronto,M4C3B7,756413
-79.4093808925695,43.65629868440121,127911583,LifeLabs,474 College Street,,,Toronto,M6G1A4,756414
-79.3868107853123,43.6556376853319,127911604,Dynacare,123 Edward Street,,,Toronto,M5G1G6,756415
-79.4148119941984,43.655126083943394,127911605,Alpha Laboratories Incorporated,622 College Street,Suite 203,,Toronto,M6G1B6,756416
-79.3449983741347,43.680233091588,127911606,Alpha Laboratories Incorporated,751 Pape Avenue,L.L.,,Toronto,M4K3T1,756417
-79.44500810577699,43.677233186421006,127911607,Alpha Laboratories Incorporated,1223 St. Clair Avenue West,Suite 304,,Toronto,M6E1B5,756418
-79.3989675894334,43.6584045852541,127911608,Centre for Addiction and Mental Health - College Street Site,250 College Street,,,Toronto,M5T1R8,756419
-79.4834598227506,43.730479093964206,127911609,Alpha Laboratories Incorporated,2830 Keele Street,,,Toronto,M3M3E5,756420
-79.5250839383055,43.7561250965111,127911610,Med-Health Laboratories Limited,2100 Finch Avenue West,Suite 212,,Toronto,M3N2Z9,756421
-79.38605858549991,43.66049758622021,127911611,FlowLabs - Bay Street,790 Bay Street,Suite 935,,Toronto,M5G1N8,756422
-79.3613555775798,43.6600513872867,127911612,St. Michael's Hospital - Sumac Creek,73 Reagent Park Boulevard,,,Toronto,M5A2B7,756423
-79.3763416817237,43.65280378531939,127911613,St. Michael's Hospital - 61 Queen,61 Queen Street East,,,Toronto,M5C2T2,756424
-79.3783211824399,43.653767785396994,127911614,St. Michael's Hospital,30 Bond Street,,,Toronto,M5B1W8,756425
-79.387636386102,43.661620486344205,127911615,Sunnybrook Health Sciences Centre - Women's College Hospital,76 Grenville Street,Room H264,,Toronto,M5S1B2,756426
-79.3248581685541,43.6898712942126,127911616,"Michael Garron Hospital, Toronto East Health Network",825 Coxwell Avenue,,,Toronto,M4C3E7,756427
-79.45013740419141,43.6406877797682,127911617,St. Joseph's Health Centre,30 The Queensway,,,Toronto,M6R1B5,756428
-79.3877343857352,43.6570956855451,127911618,The Hospital For Sick Children,555 University Avenue,,,Toronto,M5G1X8,756429
-79.3907252867791,43.65811688558579,127911619,The Princess Margaret Hospital,610 University Avenue,,,Toronto,M5G2M9,756430
-79.39008478652441,43.6575438855149,127907900,Mount Sinai Hospital,600 University Avenue,,,Toronto,M5G1X5,756431
-79.4059422912164,43.6533855840493,127907901,Toronto Western Hospital,399 Bathurst Street,,,Toronto,M5T2S8,756432
-79.38836888607571,43.6586659857915,127907902,Toronto General Hospital,200 Elizabeth Street,,,Toronto,M5G2C4,756433
-79.38710418545742,43.6562233854212,127907903,"Faculty of Dentistry, Oral Pathology Laboratory",124 Edward Street,,,Toronto,M5G1G6,756434
-79.38233608471009,43.6650194871868,127907904,Sunnybrook Health Sciences Centre - Holland Orthopaedic and Arthritic Site,43 Wellesley Street East,,,Toronto,M4Y1H1,756435
-79.3869426857696,43.6603577861547,127907905,The Toronto Hospital Regional Histocompatibility Laboratory,67 College Street,Room 301,,Toronto,M5T2S8,756436
-79.4191780945512,43.643312381666206,127907906,Centre for Addiction and Mental Health,100 Stokes Street,,,Toronto,M6J1H4,756437
-79.3728748867865,43.722845697770396,127907907,Sunnybrook Health Sciences Centre Laboratory,2075 Bayview Avenue,E4-32,,Toronto,M4N3M5,756438
-79.52593213845459,43.7547591962325,127907908,Reactivation Care Centre - Mackenzie Health,2111 Finch Avenue West,,,Toronto,M3N1N1,756439
-79.3771169822072,43.65549128575561,127907909,Reactivation Care Centre - William Osler Health System,200 Church Street,,,Toronto,M9N1N8,756440
-79.387636386102,43.661620486344205,127907910,Womens College Hospital,76 Grenville Street,,,Toronto,M5S1B2,756441
-79.468367016257,43.711520291346105,127907911,Med-Health Laboratories Limited,1216 Lawrence Avenue West,,,Toronto,M6A1E2,756442
-79.3575560757096,43.6525622861472,127907912,LifeLabs,409 Front Street East,,,Toronto,M5A1G9,756443
-79.5860263508453,43.6785137800754,127907913,LifeLabs,100 International Boulevard,,,Toronto,M9W6J6,756444
-79.5839370501445,43.6781192801039,127907914,LifeLabs,175 Galaxy Boulevard,,,Toronto,M9W0C9,756445
-79.391066388339,43.6746048884645,127907966,Belmont House,55 Belmont Street,,,Toronto,M5R1R1,756497
-79.2518361509574,43.7549294090038,127907969,Bendale Acres,2920 Lawrence Avenue East,,,Toronto,M1P2T8,756500
-79.3941119990659,43.78500970767,127908206,Carefree Lodge,306 Finch Avenue East,,,Toronto,M2N4S5,756526
-79.42156839794809,43.6732320868079,127908225,Castleview Wychwood Towers,351 Christie Street,,,Toronto,M6G3C3,756545
-79.41241999610699,43.6854499893764,127908228,Cedarvale Terrace,429 Walmer Road,,,Toronto,M5P2X9,756548
-79.37379029458279,43.807651212575905,127908241,Chartwell Gibson Long Term Care Residence,1925 Steeles Avenue East,Suite eles,,Toronto,M2H2H3,756561
-79.2386391452926,43.7384767067294,127908248,Chartwell Trilogy Long Term Care Residence,340 McCowan Road,,,Toronto,M1J3P4,756568
-79.567675342324,43.6483146756368,127908251,Chartwell Westbury Long Term Care Residence,495 The West Mall,,,Toronto,M9C5S3,756571
-79.4392231004014,43.6371626796558,127908253,Chartwell White Eagle Long Term Care Residence,138 Dowling Avenue,,,Toronto,M6K3A6,756573
-79.4444572148592,43.78183160476949,127908259,Cheltenham Care Community,5935 Bathurst Street,,,Toronto,M2R1Y8,756579
-79.27484525291791,43.6936401971881,127908260,Chester Village,3555 Danforth Avenue,,,Toronto,M1L1E3,756580
-79.4473076032462,43.6401994798139,127908266,Copernicus Lodge,66 Roncesvalles Avenue,,,Toronto,M6R3A7,756586
-79.2532899471944,43.7068564005044,127908471,Craiglee Nursing Home,102 Craiglee Drive,,,Toronto,M1N2M7,756592
-79.40755830363871,43.7881531075941,127908476,Cummer Lodge,205 Cummer Avenue,,,Toronto,M2M2E8,756597
-79.61744236557391,43.731596287901105,127908479,Deerwood Creek Care Community,70 Humberline Drive,,,Toronto,M9W7H3,756600
-79.5651348398506,43.6294883724517,127908482,Dom Lipa,52 Neilson Drive,,,Toronto,M9C1V7,756603
-79.4855923252666,43.751175597488,127908485,Downsview Long Term Care Centre,3595 Keele Street,,,Toronto,M3J1M7,756606
-79.5605990399967,43.647491175822296,127908493,Eatonville Care Centre,420 The East Mall,,,Toronto,M9B3Z9,756614
-79.43069739795979,43.64030728060389,127908502,Elm Grove Living Centre,35 Elm Grove Avenue,,,Toronto,M6K2J2,756623
-79.3906689987106,43.7934039092987,127908510,Extendicare Bayview,550 Cummer Avenue,,,Toronto,M2K2M2,756631
-79.2031279346805,43.746854509839494,127908514,Extendicare Guildwood,60 Guildwood Parkway,,,Toronto,M1E1N9,756635
-79.2101212384013,43.763747812478506,127908534,Extendicare Scarborough,3830 Lawrence Avenue East,,,Toronto,M1G1R6,756655
-79.4284991979458,43.648112182076595,127908552,Fairview Nursing Home,14 Cross Street,,,Toronto,M6J1S8,756673
-79.27792786038309,43.76727730995971,127908556,Fieldstone Commons Care Community,1000 Ellesmere Road,,,Toronto,M1P5G2,756677
-79.39002688554758,43.646645883603604,127909012,Fosterbrooke,330 King Street West,,,Toronto,L1B1G9,756681
-79.30496246490141,43.720551300516796,127909013,Fountain View Care Community,1800 O'Connor Drive,,,Toronto,M4A1W7,756682
-79.374018082171,43.666322087801,127909021,Fudger House,439 Sherbourne Street,,,Toronto,M4X1K6,756690
-79.4968041156544,43.601948470794795,127909023,Garden Court Nursing Home,1 Sand Beach Road,,,Toronto,M8V2W2,756692
-79.30496246490141,43.720551300516796,127909055,Harmony Hills Care Community,1800 O'Connor Drive,,,Toronto,M4A1W7,756724
-79.4697775155293,43.698205988946896,127909056,Harold and Grace Baker Centre,1 Northwestern Avenue,,,Toronto,M6M2J7,756725
-79.52146503716,43.7562265966978,127909060,Hawthorne Place Care Centre,2045 Finch Avenue West,,,Toronto,M3N1M9,756729
-79.43033860105879,43.6767853870241,127909064,Hellenic Care for Seniors (Toronto),215 Tyrrel Avenue,,,Toronto,M6G4A9,756733
-79.27408145752149,43.7487561068922,127909065,Hellenic Home - Scarborough,2411 Lawrence Avenue East,,,Toronto,M1P4X1,756734
-79.59650045850441,43.7271673881062,127909079,Humber Valley Terrace,95 Humber College Boulevard,,,Toronto,M9V5B5,756748
-79.2771391547147,43.705756399208795,127909086,Ina Grafton Gage Home,40 Bell Estate Road,,,Toronto,M1L0E2,756755
-79.3925393910463,43.6999923928504,127909089,Isabel and Arthur Meighen Manor,155 Millwood Road,,,Toronto,M4S1J6,756758
-79.506734221969,43.6377091766144,127909090,Ivan Franko Home (Etobicoke),767 Royal York Road,,,Toronto,M8Y2T3,756759
-79.2805653608148,43.762615909020795,127909093,Kennedy Lodge,1400 Kennedy Road,,,Toronto,M1P4V6,756762
-79.57339205101029,43.7257364889364,127909802,Kipling Acres,2233 Kipling Avenue,,,Toronto,M9W4L3,756769
-79.5307932302,43.644101076616295,127909805,Labdara Lithuanian Nursing Home,5 Resurrection Road,,,Toronto,M9A5G1,756772
-79.5184519221336,43.597208068955496,127909809,Lakeshore Lodge,3197 Lake Shore Boulevard West,,,Toronto,M8V3X5,756776
-79.4332444984378,43.636509979818705,127909810,Lakeside Long Term Care Centre,150 Dunn Avenue,,,Toronto,M6K2R6,756777
-79.29859485944341,43.681600893976096,127909827,Main Street Terrace,77 Main Street,,,Toronto,M4E2V6,756794
-79.419178095034,43.64880028262999,127909846,Maynard Nursing Home,28 Halton Street,,,Toronto,M6J1R3,756813
-79.5620067371366,43.61003186918139,127909847,McCall Centre Long Term Care Interim Unit,140 Sherway Drive,,,Toronto,M9C1A4,756814
-79.247493045474,43.708350001034404,127909855,Midland Gardens Care Community,130 Midland Avenue,,,Toronto,M1N4E6,756822
-79.39314438729991,43.655266384973004,127909862,Mon Sheong Home for the Aged,36 D'Arcy Street,,,Toronto,M5T1J7,756829
-79.299987571481,43.8130875169565,127909864,Mon Sheong Scarborough Long Term Care Centre,2030 McNicoll Avenue,,,Toronto,M1V5P4,756831
-79.3455785743208,43.6802442915631,127909875,Nisbet Lodge,740 Pape Avenue,,,Toronto,M4K3S7,756842
-79.5261834387143,43.756778996574106,127909877,Norfinch Care Community,22 Norfinch Drive,,,Toronto,M3N1X1,756844
-79.48214312117271,43.7174093917363,127909880,North Park Nursing Home,450 Rustic Road,,,Toronto,M6L1W9,756847
-79.4293784972936,43.6375141801744,127910576,Norwood Nursing Home,122 Tyndall Avenue,,,Toronto,M6K2E2,756856
-79.2851736579123,43.7129414000979,127910610,Providence Healthcare,3276 Saint Clair Avenue East,,,Toronto,M1L1W1,756890
-79.2478902496735,43.754668909140705,127910633,Rockcliffe Care Community,3015 Lawrence Avenue East,,,Toronto,M1P2V7,756913
-79.4218140991374,43.685831289007,127910635,Rose of Sharon Korean Long Term Care,17 Maplewood Avenue,,,Toronto,M6C4B3,756915
-79.3600197871175,43.7730386071601,127910648,Seniors' Health Centre,2 Buchan Court,,,Toronto,M2J5A3,756928
-79.20432443808141,43.7811687157995,127910649,Seven Oaks,9 Neilson Road,,,Toronto,M1E5E1,756929
-79.2940573668977,43.782689311911405,127910653,Shepherd Lodge,3760 Sheppard Avenue East,,,Toronto,M1T3K9,756933
-79.37266188141709,43.6626689872225,127910654,Sherbourne Place,345 Sherbourne Street,,,Toronto,M5A2S3,756934
-79.31276406607701,43.7056044975336,127911347,St. Clair O'Connor Community Nursing Home,2701 Saint Clair Avenue East,,,Toronto,M4B3M3,756952
-79.4016130915204,43.672524287609995,127911349,St. George Care Community,225 St. George Street,,,Toronto,M5R2M2,756954
-79.3661380837782,43.7131212963781,127911375,Suomi-Koti Toronto Nursing Home,795 Eglinton Avenue East,,,Toronto,M4G4E4,756980
-79.33600018234141,43.8057619140026,127911380,Tendercare Living Centre,1020 McNicoll Avenue,,,Toronto,M1W2J6,756985
-79.3311088681628,43.66271638915529,127911388,The Heritage Nursing Home,1195 Queen Street East,,,Toronto,M4M1L6,756993
-79.434208407,43.730067896185595,127911389,The Jewish Home for the Aged,3560 Bathurst Street,,,Toronto,M6A2E1,756994
-79.4034348908395,43.658190385009206,127911391,The Kensington Gardens,25 Brunswick Avenue,,,Toronto,M5S2L9,756996
-79.4186852962815,43.664753585453795,127911396,The O'Neill Centre,33 Christie Street,,,Toronto,M6G3B1,757001
-79.5268990336461,43.6970954860911,127911407,The Village of Humber Heights,2245 Lawrence Avenue West,,,Toronto,M9P3W3,757013
-79.3034556664833,43.7439691046926,127911417,The Wexford,1860 Lawrence Avenue East,,,Toronto,M1R5B1,757023
-79.3467683793022,43.7324815006709,127909286,Thompson House,1 Overland Drive,,,Toronto,M3C2C3,757026
-79.2984026606516,43.696051596521905,127909297,True Davidson Acres,200 Dawes Road,,,Toronto,M4C5M8,757037
-79.5186960299011,43.6843349842369,127909304,Ukrainian Canadian Care Centre,60 Richview Road,,,Toronto,M9A5E4,757044
-79.44629981447491,43.7708746027668,127909311,Valleyview Residence,541 Finch Avenue West,,,Toronto,M2R3Y3,757051
-79.4127582947029,43.6682934863502,127909313,Vermont Square,914 Bathurst Street,,,Toronto,M5R3G5,757053
-79.4564816123871,43.710632191743706,127909317,Villa Colombo Homes for the Aged,40 Playfair Avenue,,,Toronto,M6B2P9,757057
-79.3756624827433,43.66686418782,127909328,Wellesley Central Place,160 Wellesley Street East,,,Toronto,M4Y1J2,757068
-79.567455841862,43.6438806748691,127909333,Wesburn Manor,400 The West Mall,,,Toronto,M9C5S1,757073
-79.5078843268962,43.689331185616595,127909337,West Park Long Term Care Centre,82 Buttonwood Avenue,,,Toronto,M6M2J5,757077
-79.51014802867141,43.7012309875967,127909340,Weston Terrace Care Community,2005 Lawrence Avenue West,,,Toronto,M9N3V4,757080
-79.567767950243,43.73727719121899,127909341,Westside,1145 Albion Road,,,Toronto,M9V4J7,757081
-79.2545415565599,43.808640518286,127909357,Yee Hong Centre - Scarborough Finch,60 Scottfield Drive,,,Toronto,M1S5T7,757097
-79.2901784684458,43.8142196176097,127909358,Yee Hong Centre - Scarborough McNicoll,2311 McNicoll Avenue,,,Toronto,M1V5L3,757098
-79.33713828314049,43.810676514809295,127910089,Chinese Family Services of Ontario,4051 Gordon Baker Road,"Suite Unit, A",Administration and Practice Location,Toronto,M1W2P3,757122
-79.3731828814124,43.660724986857005,127910098,Anishnawbe Health Toronto,179 Gerrard Street East,,Administration and Practice Location,Toronto,M5A2E5,757131
-79.3858760861797,43.6688856877014,127910099,Anishnawbe Health Toronto,4 Charles Street East,"Suite Suite, 300",Administration and Practice Location,Toronto,M4Y1T1,757132
-79.50338541788771,43.603499170761395,127910100,Lakeshore Area Multi-Service Project Inc. (LAMP),185 Fifth Street,,Administrative Office,Toronto,M8V2Z5,757133
-79.5000467167118,43.6022251706927,127910102,Lakeshore Area Multi-Service Project Inc. (LAMP),2788 Lake Shore Boulevard West,Suite 1,Practice Location,Toronto,M8V1H5,757134
-79.3392023706073,43.6611432885044,127910103,South Riverdale Community Health Centre,955 Queen Street East,,Administrative Office,Toronto,M4M3P3,757135
-79.3695669796827,43.6541707858735,127910104,South Riverdale Community Health Centre,134 Sherbourne Street,,Practice Location,Toronto,M5A1S4,757136
-79.5975210589926,43.7289985883789,127910115,William Osler Health System,101 Humber College Boulevard,Etobicoke Hospital - Mental Health Centralized Intake and Triage,Practice Location,Toronto,M9V1R8,757147
-79.3781452819522,43.648857584542704,127910880,Health Sciences North/ Horizon Santé-Nord,1 King Street West,,Practice Location,Toronto,P0M2W0,757207
-79.3783211824399,43.653767785396994,127911623,Unity Health Toronto,30 Bond Street,,Administration and Practice Location,Toronto,M5B1W8,757228
-79.45013740419141,43.6406877797682,127911624,Unity Health Toronto,30 The Queensway,,Practice Location,Toronto,M6R1B5,757229
-79.3613555775798,43.6600513872867,127911625,Unity Health Toronto,73 Regent Park Boulevard,"3rd Floor, Covenant House",Practice Location,Toronto,M5A2B7,757230
-79.3692150796457,43.655027486040204,127911626,Unity Health Toronto,135 Sherbourne Street,3rd Floor,Practice Location,Toronto,M5A2R5,757231
-79.45013740419141,43.6406877797682,127911627,Unity Health Toronto,30 The Queensway,,Practice Location,Toronto,M6R1B5,757232
-79.2851736579123,43.7129414000979,127911628,Unity Health Toronto,3276 St. Clair Avenue East,,Practice Location,Toronto,M1L1W1,757233
-79.3877343857352,43.6570956855451,127911629,"Hospital for Sick Children, The",555 University Avenue,Adolescent Medicine,Administration and Practice Location,Toronto,M5G1X8,757234
-79.434208407,43.730067896185595,127911630,Baycrest Centre for Geriatric Care,3560 Bathurst Street,,Administration and Practice Location,Toronto,M6A2E1,757235
-79.5078843268962,43.689331185616595,127911631,West Park Healthcare Centre,82 Buttonwood Avenue,,Administration and Practice Location,Toronto,M6M2J5,757236
-79.355862076994,43.673325189871996,127911655,Alpha House,647 Broadview Avenue,,Administration and Practice Location,Toronto,M4K2N9,757259
-79.4035475923521,43.674960187947796,127911656,LOFT Community Services,316 St. George Street,,Practice Location,Toronto,M5R2P5,757260
-79.39280308709151,43.6541347847902,127911657,LOFT Community Services,344 Dundas Street West,,Practice Location,Toronto,M5T1G5,757261
-79.43359899886309,43.6400584804255,127911658,LOFT Community Services,245 Dunn Avenue,,Practice Location,Toronto,M6K1S6,757262
-79.3737816820345,43.66562718769,127911660,LOFT Community Services,437 Sherbourne Street,,Practice Location,Toronto,M4X1K5,757264
-79.3835337852068,43.666321087359705,127911661,LOFT Community Services,22 Dundonald Street,Suite 20,Practice Location,Toronto,M4Y1K2,757265
-79.4162595940943,43.6486972827473,127911634,LOFT Community Services,227 Crawford Street,Suite A,Practice Location,Toronto,M6J2V5,757267
-79.4313914990774,43.6504894823598,127911663,LOFT Community Services,661 Dufferin Street,,Practice Location,Toronto,M6K2B3,757268
-79.3759017813647,43.650315784902894,127911664,LOFT Community Services,15 Toronto Street,9th Floor,Administrative Office,Toronto,M5C2E3,757269
-79.3944982889216,43.668787087284095,127911665,LOFT Community Services,170 Bloor Street West,Suite 1106,Practice Location,Toronto,M5S1T9,757270
-79.3670799793438,43.659342486897,127911666,LOFT Community Services,416 Dundas Street East,,Practice Location,Toronto,M5A2A5,757271
-79.4654885116729,43.670034584205894,127911668,"Society of St. Vincent de Paul, Toronto Central Council",88 Mulock Avenue,,Practice Location,Toronto,M6N3C6,757273
-79.37699728220029,43.6558470858236,127911669,"Society of St. Vincent de Paul, Toronto Central Council",240 Church Street,,Administrative Office,Toronto,M5B1Z2,757274
