Neighbourhood, Guadeloupean, Scottish, North American Aboriginal origins, First Nations (North American Indian), Inuit, Mtis, Other North American origins, Acadian, American, Canadian, New Brunswicker, Newfoundlander, Nova Scotian, Ontarian, Qubcois, Portuguese, Other North American origins; n.i.e., European origins, British Isles origins, Channel Islander, Cornish, English, Irish, Manx, Welsh, British Isles origins; n.i.e., French origins, Alsatian, Breton, Corsican, French, Western European origins (except French origins), Austrian, Bavarian, Belgian, Dutch, Flemish, Frisian, German, Luxembourger, Swiss, Western European origins; n.i.e., Northern European origins (except British Isles origins), Danish, Finnish, Icelandic, Norwegian, Swedish, Northern European origins; n.i.e., Eastern European origins, Bulgarian, Caribbean origins, Byelorussian, Czech, Czechoslovakian; n.o.s., Estonian, Hungarian, Latvian, Lithuanian, Moldovan, Polish, Romanian, Russian, Slovak, Ukrainian, Eastern European origins; n.i.e., Southern European origins, Albanian, Bosnian, Catalan, Croatian, Cypriot, Greek, Italian, Kosovar, Macedonian, Maltese, Montenegrin, Serbian, Sicilian, Slovenian, Spanish, Yugoslavian; n.o.s., Southern European origins; n.i.e., Antiguan, Other European origins, Basque, Jewish, Roma (Gypsy), Slavic; n.o.s., Other European origins; n.i.e., Bahamian, Barbadian, Bermudan, Carib, Cuban, Dominican, Grenadian, Haitian, Jamaican, Kittitian/Nevisian, Martinican, Montserratan, Puerto Rican, St. Lucian, Arawak, Trinidadian/Tobagonian, Vincentian/Grenadinian, West Indian; n.o.s., Caribbean origins; n.i.e., Latin; Central and South American origins, Aboriginal from Central/South America (except Arawak and Maya), Argentinian, Belizean, Bolivian, Brazilian, Chilean, Colombian, Costa Rican, Ecuadorian, Guatemalan, Guyanese, Hispanic, Honduran, Maya, Beninese, Mexican, Nicaraguan, Panamanian, Paraguayan, Peruvian, Salvadorean, Uruguayan, Venezuelan, Latin; Central and South American origins; n.i.e., African origins, Central and West African origins, Akan, Angolan, Ashanti, Burkinabe, Cameroonian, Chadian, Congolese, Edo, Ewe, Gabonese, Gambian, Ghanaian, Guinean, Ibo, Ivorian, Liberian, Malian, Malink, Nigerian, Peulh, Senegalese, Sierra Leonean, Togolese, Wolof, Yoruba, Central and West African origins; n.i.e., Maure, North African origins, Algerian, Berber, Coptic, Dinka, Egyptian, Libyan, Moroccan, Sudanese, Tunisian, North African origins; n.i.e., Southern and East African origins, Afrikaner, Amhara, Bantu; n.o.s., Burundian, Djiboutian, Eritrean, Ethiopian, Harari, Kenyan, Malagasy, Mauritian, Oromo, Rwandan, Seychellois, Somali, South African, Tanzanian, Tigrian, Ugandan, Zambian, Zimbabwean, Zulu, Southern and East African origins; n.i.e., Other African origins, Black; n.o.s., Other African origins; n.i.e., Asian origins, West Central Asian and Middle Eastern origins, Afghan, Arab; n.o.s., Armenian, Assyrian, Azerbaijani, Georgian, Hazara, Iranian, Hmong, Iraqi, Israeli, Jordanian, Kazakh, Kurd, Kuwaiti, Kyrgyz, Maori, Lebanese, Palestinian, Pashtun, Saudi Arabian, Syrian, Tajik, Tatar, Turk, Turkmen, Uighur, Uzbek, Yemeni, West Central Asian and Middle Eastern origins; n.i.e., South Asian origins, Bangladeshi, Bengali, Bhutanese, East Indian, Goan, Gujarati, Kashmiri, Nepali, Pakistani, Punjabi, Sinhalese, Sri Lankan, Indonesian, Tamil, South Asian origins; n.i.e., East and Southeast Asian origins, Burmese, Cambodian (Khmer), Chinese, Filipino, Japanese, Karen, Korean, Laotian, Malaysian, Mongolian, Singaporean, Taiwanese, Thai, Tibetan, Vietnamese, East and Southeast Asian origins; n.i.e., Hawaiian, Other Asian origins, Other Asian origins; n.i.e., Oceania origins, Australian, New Zealander, Pacific Islands origins, Fijian, Polynesian; n.o.s., Samoan, Pacific Islands origins; n.i.e.
Rouge,0,"2,485",285,185,10,90,"4,885",20,230,"4,665",0,0,0,10,20,865,10,"10,040","5,930",0,0,"3,340","2,335",0,190,535,835,0,0,0,820,"1,590",45,0,20,450,0,0,"1,140",0,60,0,265,30,55,40,50,40,20,"1,400",10,"6,280",10,45,25,50,135,20,60,0,475,165,155,30,350,10,"3,045",95,10,0,45,15,325,895,0,245,40,0,75,10,35,705,20,0,35,125,0,50,0,0,80,0,475,15,45,75,75,155,90,"3,610",10,0,35,10,55,15,870,140,"1,040",260,"1,700",55,20,10,0,10,10,25,20,0,20,"1,190",40,0,0,0,50,20,40,0,40,50,0,20,65,"2,270",345,0,0,0,0,15,0,50,0,0,0,0,60,0,0,0,0,15,0,100,0,0,0,0,0,0,115,0,160,20,0,0,0,100,0,10,15,15,10,545,0,10,0,0,0,60,210,15,10,0,55,10,0,0,145,20,10,0,10,0,0,0,35,"1,215",245,"1,000","28,705","1,280",485,105,50,0,0,0,0,205,0,50,10,0,0,0,0,10,0,125,75,0,0,170,10,0,30,0,0,0,0,45,"20,265",215,195,10,"8,645",50,75,30,30,670,285,95,"8,400",25,"2,600",700,"7,435",0,0,"2,905","4,365",130,0,65,30,45,0,0,10,10,20,295,65,0,150,125,50,30,10,0,10,0,0,0
Runnymede-Bloor West Village,0,"2,105",210,140,0,85,"2,040",30,220,"1,855",0,0,0,0,10,345,0,"8,370","4,800",0,10,"2,515","2,450",0,305,570,935,0,0,0,935,"1,535",85,0,10,260,0,0,"1,180",0,85,0,265,25,65,0,100,60,10,"2,410",65,185,35,75,10,15,105,200,145,0,905,80,285,55,935,35,"2,360",15,20,0,165,15,260,935,0,30,320,0,115,10,65,220,25,0,0,210,0,175,0,0,25,10,25,10,0,0,0,0,15,110,0,0,0,0,0,0,30,0,25,0,285,0,0,15,0,40,25,0,0,35,10,50,15,0,0,0,60,0,10,0,0,25,15,0,10,190,25,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,45,10,0,0,0,35,0,0,0,0,0,70,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,35,0,0,0,0,0,10,10,45,0,45,"1,350",165,0,0,10,0,0,0,0,50,0,0,0,0,0,0,0,0,0,65,0,0,0,15,0,0,0,0,0,0,0,0,305,15,0,0,250,0,0,0,0,20,0,10,10,0,0,0,900,0,0,440,170,140,0,130,0,10,10,20,0,0,0,60,0,0,10,10,40,40,0,0,0,0,0,0
Rustic,0,235,55,45,0,10,745,10,40,715,0,0,0,0,0,800,0,"4,230",675,0,0,355,275,0,0,30,190,0,0,0,190,175,25,0,0,30,0,0,125,0,0,0,10,0,0,0,0,0,0,200,0,"1,545",0,0,0,0,70,0,0,0,45,30,10,10,30,0,"3,395",20,0,15,0,10,70,"2,250",0,30,20,0,10,0,15,320,0,0,0,20,10,15,0,0,0,0,65,0,0,25,70,150,0,"1,025",0,0,0,0,95,0,35,70,160,60,785,10,45,0,0,0,0,55,10,100,70,160,35,15,15,0,35,65,10,0,55,175,20,10,20,"2,160",455,15,10,10,0,0,15,10,0,0,0,0,315,0,0,0,0,0,0,40,0,0,20,10,0,0,20,0,20,0,0,0,0,0,0,0,20,0,0,"1,305",0,0,0,0,0,70,170,0,30,0,0,40,10,0,"1,005",0,0,0,25,0,10,0,85,385,50,340,"1,575",205,15,60,15,0,0,0,0,35,0,10,0,0,0,0,0,0,0,50,10,0,0,30,0,0,0,0,0,0,0,0,540,20,0,0,315,0,0,0,0,0,25,0,155,10,45,0,860,10,10,230,405,0,0,10,0,0,0,0,0,15,10,275,0,0,10,10,0,0,0,0,0,0,0,0
Scarborough Village,0,"1,140",330,225,0,90,"1,925",10,80,"1,835",0,0,20,0,10,275,0,"4,575","2,470",0,0,"1,360","1,025",0,85,190,515,0,0,0,520,610,10,0,10,150,0,0,445,0,15,0,150,10,50,0,30,20,35,605,0,"2,285",0,10,10,20,85,20,10,10,220,65,85,15,160,0,"1,435",30,0,0,30,0,275,385,30,195,10,0,10,10,0,315,25,0,35,25,0,0,0,0,15,0,125,0,0,40,30,40,210,"1,255",25,0,0,0,20,0,225,140,345,45,665,25,25,0,0,0,35,40,0,20,25,415,20,0,0,0,30,0,0,0,0,35,0,10,15,"1,375",270,0,0,0,0,30,0,45,0,0,0,0,65,10,10,0,0,20,0,120,0,20,0,0,0,0,20,0,90,0,0,0,0,40,0,25,15,10,0,550,0,0,0,10,0,50,290,15,50,0,0,15,0,0,90,35,15,10,0,0,0,0,45,525,65,475,"8,120",905,515,50,0,10,15,0,0,110,0,20,0,25,0,0,0,0,0,45,10,0,0,65,35,0,45,0,0,0,10,40,"5,535",670,300,0,"2,270",30,15,0,15,515,15,10,"1,190",0,620,405,"1,715",0,0,665,"1,040",55,0,20,0,10,0,0,30,0,0,75,10,0,120,120,0,0,0,0,0,0,0,0
South Parkdale,0,"2,615",655,525,10,130,"2,935",25,250,"2,705",0,30,0,15,0,610,0,"10,710","6,170",0,0,"3,160","2,970",0,325,610,"1,545",10,0,0,"1,545","1,955",110,0,50,385,0,20,"1,440",0,80,35,420,85,95,20,100,135,10,"2,645",50,"1,305",35,125,20,15,315,35,85,10,"1,195",110,345,70,660,20,"2,590",55,40,0,165,0,240,930,0,80,55,0,170,10,50,430,30,0,0,170,0,110,20,0,30,0,160,0,0,35,40,75,45,480,0,0,0,0,15,10,270,45,140,55,980,50,60,0,0,80,85,65,10,60,10,190,25,0,10,0,110,55,0,0,35,120,0,35,55,"1,485",155,0,35,0,0,20,0,0,10,0,0,0,20,0,10,0,0,15,0,20,0,15,0,0,0,0,20,0,150,15,0,0,0,80,10,20,30,10,0,770,10,10,0,0,10,185,420,20,0,30,0,0,10,0,30,20,0,0,45,0,0,0,45,430,110,315,"7,325",595,90,45,20,25,0,0,0,95,0,40,20,10,0,10,0,10,0,65,30,0,0,30,0,0,110,10,0,0,15,20,"1,700",100,10,0,930,0,0,0,115,120,0,0,295,20,90,135,"5,125",0,20,"1,050","1,615",105,0,110,10,20,25,10,10,10,"1,920",510,10,0,50,65,65,60,10,0,0,0,0,0
South Riverdale,0,"5,105",830,630,10,215,"5,445",40,430,"5,100",10,20,0,0,10,600,0,"15,485","10,955",10,0,"5,710","5,270",10,515,"1,160","2,500",0,0,0,"2,505","3,210",210,0,140,940,10,0,"2,080",10,120,0,665,165,125,40,180,150,30,"2,735",35,"1,020",40,100,35,35,390,75,115,0,"1,115",150,540,90,850,20,"2,980",40,0,0,145,0,310,"1,230",0,110,90,10,90,10,30,475,0,10,10,385,10,305,0,0,65,0,75,20,0,15,20,15,40,540,10,0,0,0,20,10,185,10,110,80,640,20,20,25,0,45,80,55,0,10,20,165,0,10,0,0,115,20,0,0,35,50,10,40,0,890,75,0,0,0,0,0,0,10,0,0,0,0,20,10,0,0,0,0,0,0,0,10,0,0,0,0,15,0,115,0,0,0,0,65,0,0,25,0,0,410,10,0,10,0,0,35,30,0,30,0,0,0,10,0,115,65,20,0,35,0,10,0,50,320,65,260,"9,575",620,50,30,55,10,0,10,0,165,0,25,55,0,0,0,10,0,0,120,30,0,10,35,10,10,75,0,0,0,0,20,"1,240",155,75,0,820,0,0,0,0,120,60,10,55,0,20,75,"7,805",10,90,"6,405",615,215,0,195,30,65,0,10,50,10,0,795,15,0,25,20,150,90,100,10,0,0,0,0
St.Andrew-Windfields,0,"1,240",105,95,10,0,"1,800",0,150,"1,705",0,0,0,0,0,225,0,"8,035","3,210",0,0,"1,940","1,255",10,215,360,625,0,0,0,630,"1,045",140,0,10,185,0,0,750,0,45,0,200,25,70,0,30,35,30,"3,145",40,465,30,70,65,30,325,65,170,0,"1,355",410,"1,050",25,410,70,"1,830",55,45,0,115,0,350,720,0,115,30,35,185,0,70,175,25,0,10,445,0,405,10,0,50,0,10,0,0,25,30,20,15,330,0,0,0,0,0,0,40,20,30,30,500,35,30,0,20,15,0,115,0,20,15,90,0,0,0,0,100,25,10,0,0,10,0,10,55,590,145,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,55,0,0,0,0,0,15,10,0,180,20,10,0,0,135,0,10,10,0,0,195,0,0,0,0,0,0,10,0,0,0,10,45,0,0,30,95,0,0,0,10,10,0,10,75,0,70,"8,615","2,105",35,75,215,10,0,15,0,"1,365",0,35,55,35,0,10,0,0,0,100,10,10,10,40,0,0,210,0,0,0,0,30,"1,205",50,35,0,870,0,0,0,0,210,10,20,100,0,10,50,"5,425",10,0,"3,890",435,175,0,830,0,0,25,10,90,0,25,20,40,0,0,0,25,10,20,0,0,0,0,0
Steeles,0,335,30,35,0,10,880,0,20,855,0,0,0,15,0,130,0,"2,285",875,0,0,560,210,0,15,65,155,0,0,0,165,265,35,0,0,85,0,0,145,0,10,0,50,10,10,0,10,10,0,210,10,460,10,10,0,10,25,30,0,0,50,15,55,0,50,10,"1,155",10,0,0,0,0,430,365,0,115,0,0,0,0,0,145,0,0,0,20,0,20,0,0,10,0,25,0,10,0,0,10,0,280,0,0,0,10,0,10,85,0,40,15,90,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,20,10,0,0,25,0,10,10,0,615,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,40,0,300,0,0,75,0,0,170,0,0,0,0,0,45,20,0,15,0,0,0,0,0,50,0,20,0,0,0,0,0,25,80,20,65,"21,160",800,75,170,265,10,10,0,0,70,0,10,10,10,0,10,0,0,0,120,20,0,0,55,0,0,70,0,0,0,0,10,"1,580",35,10,0,"1,115",20,0,0,0,125,0,0,305,150,95,55,"18,780",10,20,"17,835",675,95,0,140,0,10,0,0,120,0,0,185,0,0,95,110,0,0,0,0,0,0,0,0
Stonegate-Queensway,0,"3,770",355,265,10,80,"4,295",40,315,"4,060",0,20,0,0,0,"1,235",0,"19,560","8,400",0,10,"4,555","4,020",10,390,685,"1,615",0,0,0,"1,605","2,555",155,10,75,470,0,0,"1,870",0,70,0,450,85,55,20,80,175,30,"6,735",120,655,50,175,35,45,400,120,200,0,"2,900",260,820,145,"2,605",20,"6,015",260,55,0,445,0,430,"2,610",10,95,150,20,705,0,150,370,45,10,0,170,0,150,0,0,20,0,20,15,10,70,0,0,15,320,0,0,0,0,10,20,100,20,65,55,670,20,20,0,15,125,45,45,0,75,20,50,10,0,0,0,105,10,15,0,35,35,20,30,20,460,85,0,0,0,0,10,0,10,0,0,0,0,35,0,0,0,10,0,0,15,0,0,0,0,0,0,10,0,145,15,0,0,0,70,0,20,0,0,35,100,0,0,0,0,0,0,10,0,0,0,35,0,0,0,0,30,0,0,0,0,15,0,10,130,30,110,"3,845",685,30,20,40,0,0,10,0,165,0,10,10,0,0,30,0,0,10,115,15,0,10,30,0,0,115,0,0,125,0,20,"1,010",30,10,0,840,10,20,0,0,50,10,0,85,30,40,10,"2,230",15,0,685,545,180,0,260,10,0,10,0,50,20,365,215,0,0,15,25,85,80,0,20,20,0,0,0
Tam O'Shanter-Sullivan,0,"1,330",225,165,0,75,"2,180",0,85,"2,120",0,0,10,0,0,315,0,"6,655","3,340",0,0,"1,850","1,385",0,70,235,575,0,0,0,570,805,55,0,10,215,0,0,550,0,20,0,105,30,15,0,50,45,0,850,60,"1,580",10,20,0,10,140,10,10,0,205,195,70,40,160,0,"2,630",10,35,0,65,10,945,715,0,210,10,0,70,10,0,405,10,0,10,100,0,60,0,0,45,0,105,0,10,45,50,70,15,935,20,0,10,0,20,10,170,70,165,55,670,20,10,20,25,20,35,65,15,0,0,285,35,10,0,0,55,0,25,0,30,65,10,10,25,"1,110",175,0,0,0,0,15,0,10,0,0,0,0,60,0,30,0,0,0,0,35,10,10,0,0,0,0,15,0,270,0,0,0,0,220,0,0,40,15,15,315,0,10,0,0,0,0,0,25,25,0,0,0,35,0,160,30,0,0,10,0,0,0,40,335,50,295,"17,925","1,530",260,135,445,50,10,0,0,150,0,170,0,0,0,30,15,0,0,145,20,0,0,60,0,10,150,0,0,0,0,55,"4,750",100,40,0,"2,645",35,0,0,20,555,55,30,"1,015",30,370,335,"11,750",10,0,"9,070","2,180",210,0,295,0,40,0,0,30,0,0,160,15,0,60,60,35,15,0,20,20,0,0,0
Taylor-Massey,0,"1,195",235,205,10,50,"1,960",20,90,"1,875",0,15,10,10,0,370,0,"4,975","2,735",10,10,"1,560","1,050",0,100,250,595,0,0,0,600,885,40,0,20,235,0,0,600,0,25,10,160,40,45,15,15,15,20,"1,035",90,820,25,10,0,20,75,15,40,25,170,275,175,20,270,0,"1,535",140,65,0,20,10,175,405,10,95,30,10,120,0,35,260,15,0,10,70,0,40,0,0,55,10,70,0,15,50,10,40,40,355,10,0,0,0,20,15,135,0,120,30,460,30,10,0,20,85,15,10,0,15,0,120,0,10,0,0,30,20,10,0,10,25,0,40,25,"1,185",155,0,10,0,0,50,0,0,0,0,0,0,25,25,0,0,0,0,0,35,0,0,0,0,0,0,10,0,100,0,0,0,0,45,20,35,10,0,0,750,0,15,0,25,0,175,380,0,45,0,0,10,0,0,60,20,30,10,10,0,25,0,35,195,50,145,"8,435",640,190,25,20,0,35,10,0,100,0,0,0,10,0,30,0,0,0,40,20,15,0,40,0,0,130,0,0,15,10,25,"5,850","1,995",710,10,"1,950",10,20,0,225,495,10,30,95,35,100,570,"1,960",20,0,835,745,60,0,165,0,25,25,0,0,15,30,55,55,0,105,105,10,0,0,0,10,0,0,0
The Beaches,0,"6,065",565,400,0,180,"5,405",20,450,"5,065",0,40,0,0,30,380,0,"18,205","13,560",0,15,"7,960","6,375",10,670,"1,155","2,525",10,0,0,"2,525","3,725",315,0,150,970,0,0,"2,490",0,160,30,"1,115",275,185,65,325,350,65,"3,120",55,510,20,140,15,45,405,110,95,10,"1,185",105,715,40,760,60,"2,900",20,10,0,115,10,325,"1,480",0,135,65,10,110,10,70,345,40,0,0,350,15,320,0,0,25,0,75,10,20,35,15,10,0,145,0,0,0,10,0,0,135,10,65,30,495,10,10,0,0,30,35,50,0,0,0,120,0,10,20,0,110,0,10,0,20,15,10,25,30,410,30,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,105,0,0,0,0,70,0,0,20,30,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,10,10,30,155,20,145,"2,680",560,10,10,45,0,0,0,0,120,0,90,40,15,0,0,0,0,0,30,20,0,0,35,0,15,125,0,0,0,10,15,795,10,55,0,650,10,0,0,0,30,20,10,30,30,10,50,"1,415",0,0,765,240,135,0,125,0,10,0,0,30,40,20,95,10,10,0,0,125,90,45,10,0,0,0,10
Thistletown-Beaumond Heights,0,415,65,65,0,0,880,20,25,835,0,10,0,0,10,165,0,"3,440","1,055",0,0,525,440,0,35,115,235,0,0,0,230,415,25,0,0,115,0,0,285,0,0,0,35,10,20,10,0,20,0,510,10,855,10,0,30,0,100,0,0,0,240,20,40,45,95,0,"1,850",40,0,0,100,0,110,"1,165",0,0,40,0,15,10,25,215,20,0,10,40,0,25,0,0,15,0,20,0,0,40,30,25,0,615,20,0,0,0,0,0,100,75,35,0,795,20,10,0,30,0,65,125,0,110,10,205,20,10,0,0,105,40,10,0,40,85,15,10,10,920,465,35,0,40,0,0,0,10,0,0,0,0,330,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,40,0,15,0,0,0,0,0,10,0,0,255,0,0,0,0,0,30,10,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,10,185,40,145,"4,435",970,145,70,25,200,0,0,0,30,0,415,0,0,0,0,0,0,0,60,0,10,0,40,0,0,45,0,0,0,0,15,"2,770",20,50,0,"2,030",0,10,0,0,280,245,0,115,0,60,90,710,0,0,190,315,30,0,40,0,0,25,0,0,0,0,115,0,0,65,65,0,0,0,10,10,0,0,0
Thorncliffe Park,0,725,130,90,20,55,"1,340",10,85,"1,260",0,0,0,0,0,120,0,"4,065","1,830",10,0,"1,045",845,0,55,140,325,0,0,0,325,510,35,0,10,145,0,0,350,0,10,0,95,35,30,0,30,20,0,995,55,535,15,30,0,20,85,0,15,0,200,140,140,250,160,35,"1,245",125,0,0,10,0,450,185,0,100,10,10,65,10,0,245,65,0,10,125,0,45,0,0,85,0,30,0,10,0,10,10,15,260,10,0,0,0,0,0,110,35,60,30,385,20,0,0,0,35,10,145,0,0,20,60,20,0,10,0,80,0,0,0,0,0,10,15,10,"1,180",60,0,0,0,0,30,0,0,0,0,0,0,0,0,10,0,0,0,0,25,0,0,0,0,0,15,0,10,345,0,75,0,0,85,85,15,70,0,20,465,0,10,0,0,0,115,175,0,20,0,0,0,25,0,20,20,15,10,15,0,10,10,70,325,40,290,"15,040","3,255","1,860",385,15,10,0,0,0,115,0,10,10,0,0,55,0,0,0,35,25,195,30,140,110,10,330,10,20,20,10,65,"9,545",235,135,0,"3,725",0,55,0,30,"4,640",165,0,275,0,80,860,"2,325",0,0,625,"1,565",40,0,135,0,60,15,0,10,0,0,20,15,0,275,280,10,0,0,10,10,0,0,0
Trinity-Bellwoods,0,"2,410",255,175,0,75,"2,530",25,260,"2,350",0,20,0,0,10,"2,925",0,"11,205","5,290",0,0,"2,905","2,520",0,310,520,"1,250",15,10,0,"1,230","1,705",100,0,50,435,0,0,"1,170",0,100,0,580,150,85,15,225,130,20,"1,945",10,320,25,60,20,15,205,45,115,0,735,95,430,10,550,80,"4,715",0,20,10,75,0,75,"1,370",0,10,35,0,65,0,30,240,45,0,0,295,15,225,0,0,65,0,15,15,15,10,10,10,20,140,0,0,0,0,0,10,60,20,55,0,440,20,0,0,0,95,45,20,10,50,10,70,0,0,0,0,55,0,0,0,40,30,10,0,10,250,10,0,10,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,10,0,10,0,0,0,0,0,0,55,0,0,0,0,30,0,25,10,0,0,85,0,0,0,0,0,20,15,0,0,0,10,0,0,0,0,30,0,0,0,0,10,0,10,65,0,80,"4,495",375,0,35,40,0,0,0,0,90,0,10,55,10,0,0,0,0,0,100,25,0,0,20,0,0,20,0,0,0,0,10,290,0,20,0,225,0,0,0,0,10,10,0,20,10,10,15,"3,845",0,20,"3,310",175,90,0,65,0,20,0,10,45,10,0,230,0,0,0,0,85,80,10,0,0,0,0,0
University,0,970,135,90,10,45,"1,100",20,150,970,0,10,0,0,10,470,0,"4,395","2,420",0,0,"1,270","1,220",10,110,290,610,10,0,0,600,815,105,0,15,145,0,0,600,10,45,0,150,30,20,10,45,60,0,"1,110",15,155,10,40,0,15,115,35,70,0,545,105,290,40,210,40,"1,145",0,0,10,40,0,90,465,0,10,15,10,10,10,25,130,0,0,0,240,20,235,0,0,30,0,0,0,0,20,10,15,0,70,0,0,0,0,0,0,10,0,30,25,230,10,10,0,0,30,0,30,0,35,0,20,0,0,0,0,10,0,0,0,20,40,0,30,20,210,25,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,60,15,0,0,0,20,10,35,0,0,0,90,10,0,0,0,0,0,30,0,10,0,0,0,0,0,10,30,10,0,0,0,10,0,10,40,0,30,"2,015",215,0,15,25,0,0,0,0,45,0,20,35,0,0,0,0,0,0,30,0,0,0,0,0,0,35,0,0,0,0,0,440,0,0,0,350,0,0,0,0,60,10,0,25,10,0,10,"1,385",0,10,920,135,140,0,170,0,0,25,0,0,0,0,55,0,0,0,0,15,10,10,10,10,0,0,0
Victoria Village,0,"1,370",355,305,0,60,"1,955",15,135,"1,810",0,0,10,0,25,165,10,"6,865","3,240",0,0,"1,700","1,380",0,170,260,680,10,0,0,670,835,85,0,10,205,0,0,580,0,15,0,140,25,40,0,45,10,10,925,120,"1,380",0,0,10,70,95,40,0,10,270,120,145,10,165,0,"2,755",180,25,0,90,30,"1,230",455,0,230,10,0,120,20,30,355,0,0,10,85,0,60,0,0,20,0,110,30,15,35,30,60,20,680,20,0,0,0,50,0,200,30,215,65,660,30,25,0,0,20,0,220,0,10,0,210,10,0,10,0,30,30,10,0,10,30,0,20,25,"1,410",285,10,10,0,0,55,0,65,0,0,0,15,30,35,0,15,0,0,0,35,0,10,10,0,0,0,30,0,115,15,15,10,0,55,0,10,10,15,0,600,0,0,0,20,0,65,120,0,80,0,0,0,45,0,65,30,25,0,30,0,40,10,110,490,95,395,"7,765","2,210",385,290,180,0,15,0,0,345,0,135,25,45,0,115,20,0,0,330,10,0,20,355,60,30,90,0,0,0,0,45,"3,070",110,85,0,"1,810",10,0,0,25,490,35,10,405,25,100,190,"2,505",0,0,980,"1,290",75,0,165,0,10,0,0,15,0,0,90,35,0,40,45,0,0,0,0,0,0,0,0
Waterfront Communities-The Island,0,"8,355",965,665,0,305,"9,470",85,720,"8,870",0,25,0,0,40,"1,385",0,"36,195","20,655",10,10,"10,640","9,530",20,940,"2,095","5,210",0,0,10,"5,200","6,925",570,0,300,"1,545",20,0,"4,805",10,190,20,"1,480",325,310,90,340,370,105,"8,260",120,"2,625",115,370,85,150,870,170,270,10,"2,755",710,"2,135",235,"2,170",70,"9,090",65,75,0,405,25,"1,020","4,350",10,160,180,10,585,25,135,"1,430",45,10,15,955,30,645,10,20,270,40,215,40,10,65,40,125,55,"1,155",10,10,0,0,25,0,585,30,210,275,"2,325",65,95,0,15,240,110,300,20,100,35,355,35,50,10,0,340,40,0,0,155,65,20,275,130,"3,435",575,0,15,0,10,20,0,30,10,0,0,0,80,0,10,20,0,0,0,290,0,20,0,0,0,40,50,0,750,30,10,10,0,460,65,110,50,35,20,"1,290",30,10,0,10,0,145,285,0,110,20,0,0,70,0,205,215,55,0,115,25,10,0,140,915,130,775,"24,810","4,210",80,275,265,20,65,30,0,"1,505",0,130,160,120,60,45,20,0,0,560,250,10,150,205,0,20,470,0,0,20,65,135,"7,130",155,100,0,"5,550",65,20,10,40,860,95,0,305,115,95,335,"13,710",20,70,"9,790","1,750",750,0,"1,085",40,125,35,50,220,65,30,570,30,10,85,70,235,210,40,0,0,0,0,0
West Hill,0,"2,210",755,680,10,85,"4,050",0,130,"3,890",0,45,20,0,0,680,10,"10,245","5,655",10,0,"3,120","2,425",10,195,360,990,0,0,0,990,"1,550",120,10,40,425,0,0,"1,050",0,55,0,170,10,70,10,50,10,30,"1,550",55,"4,375",20,0,10,85,220,40,35,0,620,75,140,35,365,0,"3,130",10,10,0,45,55,415,"1,115",0,195,40,0,55,20,10,640,30,0,0,145,0,60,10,0,60,0,270,0,20,20,20,130,230,"2,595",10,0,10,0,65,0,475,185,570,135,"1,640",75,10,0,0,25,0,30,10,25,20,970,50,0,0,0,140,60,10,0,20,165,0,20,115,"2,595",730,30,10,20,0,30,0,105,0,30,0,0,155,25,10,0,75,0,0,175,0,0,15,0,0,65,10,0,155,0,0,0,0,45,0,25,75,0,0,815,0,10,10,0,0,60,350,0,45,0,15,0,15,15,185,35,15,0,0,10,20,0,50,935,200,740,"10,040",965,505,125,55,0,0,0,0,105,0,10,20,0,10,0,0,0,0,45,10,0,0,45,0,10,105,0,0,0,20,0,"5,420",720,225,45,"2,660",25,10,10,155,325,35,15,980,0,210,305,"3,825",0,0,"1,215","2,545",75,0,80,0,60,0,0,20,20,30,170,25,0,40,40,10,0,0,10,10,0,0,0
